ID,img,speaker
v2_faces_id0001_Hindi_jaxuNMA3NhA_0001075,v2/faces/id0001/Hindi/jaxuNMA3NhA/0001075.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0001900,v2/faces/id0001/Hindi/jaxuNMA3NhA/0001900.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0001975,v2/faces/id0001/Hindi/jaxuNMA3NhA/0001975.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0004250,v2/faces/id0001/Hindi/jaxuNMA3NhA/0004250.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0001500,v2/faces/id0001/Hindi/jaxuNMA3NhA/0001500.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0005075,v2/faces/id0001/Hindi/jaxuNMA3NhA/0005075.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0002350,v2/faces/id0001/Hindi/jaxuNMA3NhA/0002350.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0001475,v2/faces/id0001/Hindi/jaxuNMA3NhA/0001475.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0004800,v2/faces/id0001/Hindi/jaxuNMA3NhA/0004800.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0004450,v2/faces/id0001/Hindi/jaxuNMA3NhA/0004450.jpg,id0001
v2_faces_id0001_Hindi_jaxuNMA3NhA_0001850,v2/faces/id0001/Hindi/jaxuNMA3NhA/0001850.jpg,id0001
v2_faces_id0002_Hindi_nwi_BOrQ3ss_0007500,v2/faces/id0002/Hindi/nwi_BOrQ3ss/0007500.jpg,id0002
v2_faces_id0002_Hindi_nwi_BOrQ3ss_0004800,v2/faces/id0002/Hindi/nwi_BOrQ3ss/0004800.jpg,id0002
v2_faces_id0002_Hindi_nwi_BOrQ3ss_0010400,v2/faces/id0002/Hindi/nwi_BOrQ3ss/0010400.jpg,id0002
