ID,wav,speaker
v2_voices_id0001_English_7fPLLrXd5WA_00000,v2/voices/id0001/English/7fPLLrXd5WA/00000.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00001,v2/voices/id0001/English/7fPLLrXd5WA/00001.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00002,v2/voices/id0001/English/7fPLLrXd5WA/00002.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00003,v2/voices/id0001/English/7fPLLrXd5WA/00003.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00004,v2/voices/id0001/English/7fPLLrXd5WA/00004.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00005,v2/voices/id0001/English/7fPLLrXd5WA/00005.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00006,v2/voices/id0001/English/7fPLLrXd5WA/00006.wav,id0001
v2_voices_id0001_English_7fPLLrXd5WA_00007,v2/voices/id0001/English/7fPLLrXd5WA/00007.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00000,v2/voices/id0001/English/TvEgD6zRRY8/00000.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00002,v2/voices/id0001/English/TvEgD6zRRY8/00002.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00003,v2/voices/id0001/English/TvEgD6zRRY8/00003.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00004,v2/voices/id0001/English/TvEgD6zRRY8/00004.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00005,v2/voices/id0001/English/TvEgD6zRRY8/00005.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00006,v2/voices/id0001/English/TvEgD6zRRY8/00006.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00007,v2/voices/id0001/English/TvEgD6zRRY8/00007.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00008,v2/voices/id0001/English/TvEgD6zRRY8/00008.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00009,v2/voices/id0001/English/TvEgD6zRRY8/00009.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00010,v2/voices/id0001/English/TvEgD6zRRY8/00010.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00011,v2/voices/id0001/English/TvEgD6zRRY8/00011.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00012,v2/voices/id0001/English/TvEgD6zRRY8/00012.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00013,v2/voices/id0001/English/TvEgD6zRRY8/00013.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00014,v2/voices/id0001/English/TvEgD6zRRY8/00014.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00015,v2/voices/id0001/English/TvEgD6zRRY8/00015.wav,id0001
v2_voices_id0001_English_TvEgD6zRRY8_00016,v2/voices/id0001/English/TvEgD6zRRY8/00016.wav,id0001
