ID,img,speaker
v3_faces_id0020_English_qCcxyTa7gUQ_000210125,v3/faces/id0020/English/qCcxyTa7gUQ/000210125.jpg,id0020
v3_faces_id0057_English_mho36qHpAbk_000430100,v3/faces/id0057/English/mho36qHpAbk/000430100.jpg,id0057
v3_faces_id0057_English_mho36qHpAbk_000200350,v3/faces/id0057/English/mho36qHpAbk/000200350.jpg,id0057
v3_faces_id0002_English_awN05jdeg90_000241575,v3/faces/id0002/English/awN05jdeg90/000241575.jpg,id0002
v3_faces_id0005_English_DpO7Rsamars_000040025,v3/faces/id0005/English/DpO7Rsamars/000040025.jpg,id0005
v3_faces_id0004_English_zj-c7DJ5NW4_000020275,v3/faces/id0004/English/zj-c7DJ5NW4/000020275.jpg,id0004
v3_faces_id0041_English_uvkmmOTJ0bE_000030825,v3/faces/id0041/English/uvkmmOTJ0bE/000030825.jpg,id0041
v3_faces_id0041_English_CPeL9KYX_yg_000010675,v3/faces/id0041/English/CPeL9KYX_yg/000010675.jpg,id0041
v3_faces_id0052_English_fnortnOBv8M_000170050,v3/faces/id0052/English/fnortnOBv8M/000170050.jpg,id0052
v3_faces_id0052_English_fnortnOBv8M_000580250,v3/faces/id0052/English/fnortnOBv8M/000580250.jpg,id0052
v3_faces_id0036_English_oRuw7tlZfO8_000000025,v3/faces/id0036/English/oRuw7tlZfO8/000000025.jpg,id0036
v3_faces_id0043_English_Ab5NbdTqPeA_000220300,v3/faces/id0043/English/Ab5NbdTqPeA/000220300.jpg,id0043
v3_faces_id0057_English_mho36qHpAbk_000420075,v3/faces/id0057/English/mho36qHpAbk/000420075.jpg,id0057
v3_faces_id0043_English_ODfsKabCScE_000040400,v3/faces/id0043/English/ODfsKabCScE/000040400.jpg,id0043
v3_faces_id0044_English_a08Tue6lb0Q_000090150,v3/faces/id0044/English/a08Tue6lb0Q/000090150.jpg,id0044
v3_faces_id0057_English_mho36qHpAbk_000400075,v3/faces/id0057/English/mho36qHpAbk/000400075.jpg,id0057
v3_faces_id0018_English_iPZWwcPqSuY_000000350,v3/faces/id0018/English/iPZWwcPqSuY/000000350.jpg,id0018
v3_faces_id0057_English_b-BJEln9t-Q_000190875,v3/faces/id0057/English/b-BJEln9t-Q/000190875.jpg,id0057
v3_faces_id0027_English_nVLVU-Jr1nU_000020075,v3/faces/id0027/English/nVLVU-Jr1nU/000020075.jpg,id0027
v3_faces_id0004_English_zj-c7DJ5NW4_000020075,v3/faces/id0004/English/zj-c7DJ5NW4/000020075.jpg,id0004
v3_faces_id0052_English_fnortnOBv8M_000160025,v3/faces/id0052/English/fnortnOBv8M/000160025.jpg,id0052
v3_faces_id0022_English_pz9DMTtrjwQ_000020025,v3/faces/id0022/English/pz9DMTtrjwQ/000020025.jpg,id0022
v3_faces_id0041_English_uvkmmOTJ0bE_000020275,v3/faces/id0041/English/uvkmmOTJ0bE/000020275.jpg,id0041
v3_faces_id0010_English_lHGL3kgDb2s_000160550,v3/faces/id0010/English/lHGL3kgDb2s/000160550.jpg,id0010
v3_faces_id0052_English_fnortnOBv8M_000640075,v3/faces/id0052/English/fnortnOBv8M/000640075.jpg,id0052
v3_faces_id0057_English_mho36qHpAbk_000210050,v3/faces/id0057/English/mho36qHpAbk/000210050.jpg,id0057
v3_faces_id0010_English_lHGL3kgDb2s_000130475,v3/faces/id0010/English/lHGL3kgDb2s/000130475.jpg,id0010
v3_faces_id0057_English_mho36qHpAbk_000230025,v3/faces/id0057/English/mho36qHpAbk/000230025.jpg,id0057
v3_faces_id0027_English_56Rcw9QmcPw_000190100,v3/faces/id0027/English/56Rcw9QmcPw/000190100.jpg,id0027
v3_faces_id0046_English_FtzmSlTgP_k_000000800,v3/faces/id0046/English/FtzmSlTgP_k/000000800.jpg,id0046
v3_faces_id0032_English_KZGmd1mu1Dw_000050150,v3/faces/id0032/English/KZGmd1mu1Dw/000050150.jpg,id0032
v3_faces_id0020_English_rXLtmk4MJSU_000430050,v3/faces/id0020/English/rXLtmk4MJSU/000430050.jpg,id0020
v3_faces_id0020_English_qCcxyTa7gUQ_000350500,v3/faces/id0020/English/qCcxyTa7gUQ/000350500.jpg,id0020
v3_faces_id0023_English_d0lBiWDh7Eo_000100100,v3/faces/id0023/English/d0lBiWDh7Eo/000100100.jpg,id0023
v3_faces_id0005_English_DpO7Rsamars_000140250,v3/faces/id0005/English/DpO7Rsamars/000140250.jpg,id0005
v3_faces_id0009_English_O3Ui-yWKzhc_000050250,v3/faces/id0009/English/O3Ui-yWKzhc/000050250.jpg,id0009
v3_faces_id0048_English_1EflTHDLE24_000050200,v3/faces/id0048/English/1EflTHDLE24/000050200.jpg,id0048
v3_faces_id0042_English_Mk_67nbaQ1Q_000221700,v3/faces/id0042/English/Mk_67nbaQ1Q/000221700.jpg,id0042
v3_faces_id0055_English_GZniQ7YjXmI_000010075,v3/faces/id0055/English/GZniQ7YjXmI/000010075.jpg,id0055
v3_faces_id0041_English_CPeL9KYX_yg_000080150,v3/faces/id0041/English/CPeL9KYX_yg/000080150.jpg,id0041
v3_faces_id0047_English_u-cLZ4X3tSw_000020100,v3/faces/id0047/English/u-cLZ4X3tSw/000020100.jpg,id0047
v3_faces_id0030_English_j8ZG04_q-hQ_000340075,v3/faces/id0030/English/j8ZG04_q-hQ/000340075.jpg,id0030
v3_faces_id0027_English_nVLVU-Jr1nU_000030925,v3/faces/id0027/English/nVLVU-Jr1nU/000030925.jpg,id0027
v3_faces_id0047_English_M6qgNLFEyCM_000010100,v3/faces/id0047/English/M6qgNLFEyCM/000010100.jpg,id0047
v3_faces_id0047_English_M6qgNLFEyCM_000010075,v3/faces/id0047/English/M6qgNLFEyCM/000010075.jpg,id0047
v3_faces_id0027_English_56Rcw9QmcPw_000320100,v3/faces/id0027/English/56Rcw9QmcPw/000320100.jpg,id0027
v3_faces_id0030_English_j8ZG04_q-hQ_000210325,v3/faces/id0030/English/j8ZG04_q-hQ/000210325.jpg,id0030
v3_faces_id0057_English_b-BJEln9t-Q_000310175,v3/faces/id0057/English/b-BJEln9t-Q/000310175.jpg,id0057
v3_faces_id0053_English_2fth5hkjyns_000010025,v3/faces/id0053/English/2fth5hkjyns/000010025.jpg,id0053
v3_faces_id0016_English_2KXXR6kLOxg_000280150,v3/faces/id0016/English/2KXXR6kLOxg/000280150.jpg,id0016
v3_faces_id0052_English_VbkGuCozc9M_000090075,v3/faces/id0052/English/VbkGuCozc9M/000090075.jpg,id0052
v3_faces_id0006_English_pPUsk0VtSNA_000040075,v3/faces/id0006/English/pPUsk0VtSNA/000040075.jpg,id0006
v3_faces_id0010_English_lHGL3kgDb2s_000160175,v3/faces/id0010/English/lHGL3kgDb2s/000160175.jpg,id0010
v3_faces_id0005_English_1bumPyvzCyo_000000025,v3/faces/id0005/English/1bumPyvzCyo/000000025.jpg,id0005
v3_faces_id0041_English_CPeL9KYX_yg_000020025,v3/faces/id0041/English/CPeL9KYX_yg/000020025.jpg,id0041
v3_faces_id0057_English_b-BJEln9t-Q_000020100,v3/faces/id0057/English/b-BJEln9t-Q/000020100.jpg,id0057
v3_faces_id0044_English_fnhOoPPJZ7s_000030050,v3/faces/id0044/English/fnhOoPPJZ7s/000030050.jpg,id0044
v3_faces_id0027_English_56Rcw9QmcPw_000310475,v3/faces/id0027/English/56Rcw9QmcPw/000310475.jpg,id0027
v3_faces_id0044_English_fnhOoPPJZ7s_000100025,v3/faces/id0044/English/fnhOoPPJZ7s/000100025.jpg,id0044
v3_faces_id0022_English_uaImIRUyZqw_000210350,v3/faces/id0022/English/uaImIRUyZqw/000210350.jpg,id0022
v3_faces_id0044_English_fnhOoPPJZ7s_000100050,v3/faces/id0044/English/fnhOoPPJZ7s/000100050.jpg,id0044
v3_faces_id0030_English_j8ZG04_q-hQ_000030225,v3/faces/id0030/English/j8ZG04_q-hQ/000030225.jpg,id0030
v3_faces_id0055_English_GZniQ7YjXmI_000120025,v3/faces/id0055/English/GZniQ7YjXmI/000120025.jpg,id0055
v3_faces_id0052_English_H3k1XvAhqUo_000170050,v3/faces/id0052/English/H3k1XvAhqUo/000170050.jpg,id0052
v3_faces_id0011_English_vwiOFgYuJ-M_000030100,v3/faces/id0011/English/vwiOFgYuJ-M/000030100.jpg,id0011
v3_faces_id0004_English_zj-c7DJ5NW4_000150175,v3/faces/id0004/English/zj-c7DJ5NW4/000150175.jpg,id0004
v3_faces_id0002_English_awN05jdeg90_000321050,v3/faces/id0002/English/awN05jdeg90/000321050.jpg,id0002
