ID,wav,speaker
v1_voices_id0001_English_U3rWfLEkFvg_00000,v1/voices/id0001/English/U3rWfLEkFvg/00000.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00001,v1/voices/id0001/English/U3rWfLEkFvg/00001.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00002,v1/voices/id0001/English/U3rWfLEkFvg/00002.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00003,v1/voices/id0001/English/U3rWfLEkFvg/00003.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00004,v1/voices/id0001/English/U3rWfLEkFvg/00004.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00005,v1/voices/id0001/English/U3rWfLEkFvg/00005.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00006,v1/voices/id0001/English/U3rWfLEkFvg/00006.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00007,v1/voices/id0001/English/U3rWfLEkFvg/00007.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00008,v1/voices/id0001/English/U3rWfLEkFvg/00008.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00009,v1/voices/id0001/English/U3rWfLEkFvg/00009.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00010,v1/voices/id0001/English/U3rWfLEkFvg/00010.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00011,v1/voices/id0001/English/U3rWfLEkFvg/00011.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00012,v1/voices/id0001/English/U3rWfLEkFvg/00012.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00013,v1/voices/id0001/English/U3rWfLEkFvg/00013.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00014,v1/voices/id0001/English/U3rWfLEkFvg/00014.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00015,v1/voices/id0001/English/U3rWfLEkFvg/00015.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00016,v1/voices/id0001/English/U3rWfLEkFvg/00016.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00017,v1/voices/id0001/English/U3rWfLEkFvg/00017.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00018,v1/voices/id0001/English/U3rWfLEkFvg/00018.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00019,v1/voices/id0001/English/U3rWfLEkFvg/00019.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00020,v1/voices/id0001/English/U3rWfLEkFvg/00020.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00021,v1/voices/id0001/English/U3rWfLEkFvg/00021.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00022,v1/voices/id0001/English/U3rWfLEkFvg/00022.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00023,v1/voices/id0001/English/U3rWfLEkFvg/00023.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00024,v1/voices/id0001/English/U3rWfLEkFvg/00024.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00025,v1/voices/id0001/English/U3rWfLEkFvg/00025.wav,id0001
v1_voices_id0001_English_U3rWfLEkFvg_00026,v1/voices/id0001/English/U3rWfLEkFvg/00026.wav,id0001
