ID,img,speaker
v1_faces_id0001_English_U3rWfLEkFvg_0010125,v1/faces/id0001/English/U3rWfLEkFvg/0010125.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0008350,v1/faces/id0001/English/U3rWfLEkFvg/0008350.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0009125,v1/faces/id0001/English/U3rWfLEkFvg/0009125.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0004900,v1/faces/id0001/English/U3rWfLEkFvg/0004900.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0009450,v1/faces/id0001/English/U3rWfLEkFvg/0009450.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0000575,v1/faces/id0001/English/U3rWfLEkFvg/0000575.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0011200,v1/faces/id0001/English/U3rWfLEkFvg/0011200.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0002550,v1/faces/id0001/English/U3rWfLEkFvg/0002550.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0011225,v1/faces/id0001/English/U3rWfLEkFvg/0011225.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0009225,v1/faces/id0001/English/U3rWfLEkFvg/0009225.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0005700,v1/faces/id0001/English/U3rWfLEkFvg/0005700.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0010700,v1/faces/id0001/English/U3rWfLEkFvg/0010700.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0006650,v1/faces/id0001/English/U3rWfLEkFvg/0006650.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0002525,v1/faces/id0001/English/U3rWfLEkFvg/0002525.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0006050,v1/faces/id0001/English/U3rWfLEkFvg/0006050.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0007925,v1/faces/id0001/English/U3rWfLEkFvg/0007925.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0003600,v1/faces/id0001/English/U3rWfLEkFvg/0003600.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0008175,v1/faces/id0001/English/U3rWfLEkFvg/0008175.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0000475,v1/faces/id0001/English/U3rWfLEkFvg/0000475.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0005650,v1/faces/id0001/English/U3rWfLEkFvg/0005650.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0008775,v1/faces/id0001/English/U3rWfLEkFvg/0008775.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0003975,v1/faces/id0001/English/U3rWfLEkFvg/0003975.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0008850,v1/faces/id0001/English/U3rWfLEkFvg/0008850.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0002450,v1/faces/id0001/English/U3rWfLEkFvg/0002450.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0010500,v1/faces/id0001/English/U3rWfLEkFvg/0010500.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0006100,v1/faces/id0001/English/U3rWfLEkFvg/0006100.jpg,id0001
v1_faces_id0001_English_U3rWfLEkFvg_0010675,v1/faces/id0001/English/U3rWfLEkFvg/0010675.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0028575,v1/faces/id0001/English/SpfaJtrTMfc/0028575.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0032750,v1/faces/id0001/English/SpfaJtrTMfc/0032750.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0012800,v1/faces/id0001/English/SpfaJtrTMfc/0012800.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0010250,v1/faces/id0001/English/SpfaJtrTMfc/0010250.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0022175,v1/faces/id0001/English/SpfaJtrTMfc/0022175.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0010700,v1/faces/id0001/English/SpfaJtrTMfc/0010700.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0029850,v1/faces/id0001/English/SpfaJtrTMfc/0029850.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0029625,v1/faces/id0001/English/SpfaJtrTMfc/0029625.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0002475,v1/faces/id0001/English/SpfaJtrTMfc/0002475.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0032000,v1/faces/id0001/English/SpfaJtrTMfc/0032000.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0018775,v1/faces/id0001/English/SpfaJtrTMfc/0018775.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0027750,v1/faces/id0001/English/SpfaJtrTMfc/0027750.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0003325,v1/faces/id0001/English/SpfaJtrTMfc/0003325.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0008550,v1/faces/id0001/English/SpfaJtrTMfc/0008550.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0021900,v1/faces/id0001/English/SpfaJtrTMfc/0021900.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0018350,v1/faces/id0001/English/SpfaJtrTMfc/0018350.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0015275,v1/faces/id0001/English/SpfaJtrTMfc/0015275.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0005400,v1/faces/id0001/English/SpfaJtrTMfc/0005400.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0015300,v1/faces/id0001/English/SpfaJtrTMfc/0015300.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0030925,v1/faces/id0001/English/SpfaJtrTMfc/0030925.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0007075,v1/faces/id0001/English/SpfaJtrTMfc/0007075.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0007375,v1/faces/id0001/English/SpfaJtrTMfc/0007375.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0027675,v1/faces/id0001/English/SpfaJtrTMfc/0027675.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0006825,v1/faces/id0001/English/SpfaJtrTMfc/0006825.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0029675,v1/faces/id0001/English/SpfaJtrTMfc/0029675.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0009475,v1/faces/id0001/English/SpfaJtrTMfc/0009475.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0009550,v1/faces/id0001/English/SpfaJtrTMfc/0009550.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0034775,v1/faces/id0001/English/SpfaJtrTMfc/0034775.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0026625,v1/faces/id0001/English/SpfaJtrTMfc/0026625.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0030225,v1/faces/id0001/English/SpfaJtrTMfc/0030225.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0010800,v1/faces/id0001/English/SpfaJtrTMfc/0010800.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0016200,v1/faces/id0001/English/SpfaJtrTMfc/0016200.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0029550,v1/faces/id0001/English/SpfaJtrTMfc/0029550.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0032700,v1/faces/id0001/English/SpfaJtrTMfc/0032700.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0024300,v1/faces/id0001/English/SpfaJtrTMfc/0024300.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0013250,v1/faces/id0001/English/SpfaJtrTMfc/0013250.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0036200,v1/faces/id0001/English/SpfaJtrTMfc/0036200.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0012850,v1/faces/id0001/English/SpfaJtrTMfc/0012850.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0037275,v1/faces/id0001/English/SpfaJtrTMfc/0037275.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0018475,v1/faces/id0001/English/SpfaJtrTMfc/0018475.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0023025,v1/faces/id0001/English/SpfaJtrTMfc/0023025.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0035475,v1/faces/id0001/English/SpfaJtrTMfc/0035475.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0034525,v1/faces/id0001/English/SpfaJtrTMfc/0034525.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0024675,v1/faces/id0001/English/SpfaJtrTMfc/0024675.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0028825,v1/faces/id0001/English/SpfaJtrTMfc/0028825.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0025400,v1/faces/id0001/English/SpfaJtrTMfc/0025400.jpg,id0001
v1_faces_id0001_English_SpfaJtrTMfc_0009050,v1/faces/id0001/English/SpfaJtrTMfc/0009050.jpg,id0001
